443, Auto Speed, Omegasis.AutoSpeed, https://www.nexusmods.com/stardewvalley/mods/443?tab=files&file_id=39953
444, Save Anywhere, Omegasis.SaveAnywhere, https://www.nexusmods.com/stardewvalley/mods/444?tab=files&file_id=39961
445, Build Endurance, Omegasis.BuildEndurance, https://www.nexusmods.com/stardewvalley/mods/445?tab=files&file_id=39955
446, Build Health, Omegasis.BuildHealth, https://www.nexusmods.com/stardewvalley/mods/446?tab=files&file_id=39956
450, XmlSerializerRetool, , https://www.nexusmods.com/stardewvalley/mods/450?tab=files&file_id=1603
451, More Artifact Spots, 451, https://www.nexusmods.com/stardewvalley/mods/451?tab=files&file_id=6272
455, JAC'd - Barns, Plutey.JacdBarns, https://www.nexusmods.com/stardewvalley/mods/455?tab=files&file_id=41532
457, JAC'd - Coops, Plutey.JacdCoops, https://www.nexusmods.com/stardewvalley/mods/457?tab=files&file_id=41530
485, Extended Fridge SMAPI, Mystra007ExtendedFridge, https://www.nexusmods.com/stardewvalley/mods/485?tab=files&file_id=1665
486, Fall 28 Snow Day, Omegasis.Fall28SnowDay, https://www.nexusmods.com/stardewvalley/mods/486?tab=files&file_id=39957
491, Linus is a potato From minecraft, laser5mw.potato, https://www.nexusmods.com/stardewvalley/mods/491?tab=files&file_id=54129
492, Billboard Anywhere, Omegasis.BillboardAnywhere, https://www.nexusmods.com/stardewvalley/mods/492?tab=files&file_id=53052
500, Three-Heart Dance Partner, ThreeHeartDancePartner, https://www.nexusmods.com/stardewvalley/mods/500?tab=files&file_id=49345
501, Makeshift Multiplayer (ABANDONED), spacechase0.StardewValleyMP, https://www.nexusmods.com/stardewvalley/mods/501?tab=files&file_id=5854
507, Buy Back Collectables, Omegasis.BuyBackCollectables, https://www.nexusmods.com/stardewvalley/mods/507?tab=files&file_id=20485
509, Experience Bars, spacechase0.ExperienceBars, https://www.nexusmods.com/stardewvalley/mods/509?tab=files&file_id=49329
520, Happy Birthday, Omegasis.HappyBirthday, https://www.nexusmods.com/stardewvalley/mods/520?tab=files&file_id=68093
521, Luck Skill, spacechase0.LuckSkill, https://www.nexusmods.com/stardewvalley/mods/521?tab=files&file_id=62113
522, Cooking Skill, spacechase0.CookingSkill, https://www.nexusmods.com/stardewvalley/mods/522?tab=files&file_id=62105
533, Skip Intro, Pathoschild.SkipIntro, https://www.nexusmods.com/stardewvalley/mods/533?tab=files&file_id=72693
541, Lookup Anything, Pathoschild.LookupAnything, https://www.nexusmods.com/stardewvalley/mods/541?tab=files&file_id=72691
552, Babies Take After Spouse Plus New Toddler Hair and Clothes, lakoria.BabiesTakeAfterSpousev1, https://www.nexusmods.com/stardewvalley/mods/552?tab=files&file_id=31461
556, Country Haley, monteso.countryhaley, https://www.nexusmods.com/stardewvalley/mods/556?tab=files&file_id=7591
560, Sprint and Dash Mod Redux, littleraskol.SprintAndDashRedux, https://www.nexusmods.com/stardewvalley/mods/560?tab=files&file_id=31273
567, Customizable Traveling Cart Days, Yyeahdude.TravelingCart, https://www.nexusmods.com/stardewvalley/mods/567?tab=files&file_id=21501
570, Bouhm's Pet Dogs (Shiba Inu - German Shepherd - Husky), Bouhm.PetDogMod, https://www.nexusmods.com/stardewvalley/mods/570?tab=files&file_id=72678
572, Point-And-Plant, jwdred.PointAndPlant, https://www.nexusmods.com/stardewvalley/mods/572?tab=files&file_id=10067
574, Better Paths, NordK.Paths, https://www.nexusmods.com/stardewvalley/mods/574?tab=files&file_id=20985
581, Animal Sitter, jwdred.AnimalSitter, https://www.nexusmods.com/stardewvalley/mods/581?tab=files&file_id=5146
584, Crab Net, jwdred.CrabNet, https://www.nexusmods.com/stardewvalley/mods/584?tab=files&file_id=5147
589, Replanter, jwdred.Replanter, https://www.nexusmods.com/stardewvalley/mods/589?tab=files&file_id=5151
603, More Accessible Wilderness (Combat) Farm, gobbldygook.CombatFarm, https://www.nexusmods.com/stardewvalley/mods/603?tab=files&file_id=17576
605, Rush Orders, spacechase0.RushOrders, https://www.nexusmods.com/stardewvalley/mods/605?tab=files&file_id=49342
613, Hunger, Yyeahdude.HungerMail, https://www.nexusmods.com/stardewvalley/mods/613?tab=files&file_id=8269
620, Shed Notifications - Updated for 1.2 and  SMAPI 1.15, TheCroak.BuildingsNotifications, https://www.nexusmods.com/stardewvalley/mods/620?tab=files&file_id=4962
631, PelicanFiber, jwdred.PelicanFiber, https://www.nexusmods.com/stardewvalley/mods/631?tab=files&file_id=5961
632, Mail Order Pigs, jwdred.MailOrderPigs, https://www.nexusmods.com/stardewvalley/mods/632?tab=files&file_id=5148
643, Auto-Eat, Permamiss.AutoEat, https://www.nexusmods.com/stardewvalley/mods/643?tab=files&file_id=27342
647, Farm Resource Generator, , https://www.nexusmods.com/stardewvalley/mods/647?tab=files&file_id=2478
648, Minakie's Dressers, Minakie.Dressers, https://www.nexusmods.com/stardewvalley/mods/648?tab=files&file_id=22347
649, RTGOAT's Longevity, RTGOAT.Longevity, https://www.nexusmods.com/stardewvalley/mods/649?tab=files&file_id=49613
655, Get Dressed Natural Dresser Recolour, , https://www.nexusmods.com/stardewvalley/mods/655?tab=files&file_id=2367
656, Gold Clock Out House, monteso.goldclockouthouse, https://www.nexusmods.com/stardewvalley/mods/656?tab=files&file_id=10017
673, Forage at the Farm, Nishtra.ForageAtTheFarm, https://www.nexusmods.com/stardewvalley/mods/673?tab=files&file_id=6154
674, Mining at the Farm, Nishtra.MiningAtTheFarm, https://www.nexusmods.com/stardewvalley/mods/674?tab=files&file_id=6155
679, Debug Mode, Pathoschild.DebugMode, https://www.nexusmods.com/stardewvalley/mods/679?tab=files&file_id=72687
691, Stumps to Hardwood Stumps, StumpsToHardwoodStumps, https://www.nexusmods.com/stardewvalley/mods/691?tab=files&file_id=4171
694, NPC Speak, , https://www.nexusmods.com/stardewvalley/mods/694?tab=files&file_id=2509
700, Junimo Horse, monteso.JunimoHorse, https://www.nexusmods.com/stardewvalley/mods/700?tab=files&file_id=11453
722, Gender Neutrality Mod, Hana.GenderNeutralityMod, https://www.nexusmods.com/stardewvalley/mods/722?tab=files&file_id=23669
731, Beta Haley, twixstix.betaHaley, https://www.nexusmods.com/stardewvalley/mods/731?tab=files&file_id=8114
739, JAC'd Greenhouse, Plutey.JACdGreenhouse, https://www.nexusmods.com/stardewvalley/mods/739?tab=files&file_id=41583
751, RelationShipStatus, relationshipstatus, https://www.nexusmods.com/stardewvalley/mods/751?tab=files&file_id=2982
756, Shenandoah Library, Nishtra.ShenandoahProject, https://www.nexusmods.com/stardewvalley/mods/756?tab=files&file_id=6648
761, Animal Mood Fix, GPeters-AnimalMoodFix, https://www.nexusmods.com/stardewvalley/mods/761?tab=files&file_id=2810
762, Cleanup Crew, Plutey.CleanupCrew, https://www.nexusmods.com/stardewvalley/mods/762?tab=files&file_id=42016
770, Mining with Explosives, Nishtra.MiningWithExplosives, https://www.nexusmods.com/stardewvalley/mods/770?tab=files&file_id=5951
771, Better Quarry, BetterQuarry, https://www.nexusmods.com/stardewvalley/mods/771?tab=files&file_id=4133
784, TreeLife, Plutey.TreeLife, https://www.nexusmods.com/stardewvalley/mods/784?tab=files&file_id=41563
794, CleanFarm, tstaples.CleanFarm, https://www.nexusmods.com/stardewvalley/mods/794?tab=files&file_id=14893
798, StackSplitX, tstaples.StackSplitX, https://www.nexusmods.com/stardewvalley/mods/798?tab=files&file_id=14892
800, Spouses Move Out, Plutey.SpousesMoveOut, https://www.nexusmods.com/stardewvalley/mods/800?tab=files&file_id=41626
810, Hunger for food, HungerForFoodByTigerle, https://www.nexusmods.com/stardewvalley/mods/810?tab=files&file_id=2952
814, Generic Shop Extender, GenericShopExtender, https://www.nexusmods.com/stardewvalley/mods/814?tab=files&file_id=7929
818, Elliott Refined, Chrysanthe.ElliottRefined, https://www.nexusmods.com/stardewvalley/mods/818?tab=files&file_id=23174
820, AutoGate, AutoGate, https://www.nexusmods.com/stardewvalley/mods/820?tab=files&file_id=72664
824, RopeBridge, RopeBridge, https://www.nexusmods.com/stardewvalley/mods/824?tab=files&file_id=2984
825, Dino Velociraptor Reskin, zynonia.VelociraptorReskin, https://www.nexusmods.com/stardewvalley/mods/825?tab=files&file_id=41880
833, Basic Sprinkler Improved, lrsk_sdvm_bsi.0117171308, https://www.nexusmods.com/stardewvalley/mods/833?tab=files&file_id=31272
840, CN Futanari Human Farm Animals, colonolnutty.futanaricatleah, https://www.nexusmods.com/stardewvalley/mods/840?tab=files&file_id=19381
855, Level Up Notifications, Level Up Notifications, https://www.nexusmods.com/stardewvalley/mods/855?tab=files&file_id=3077
859, Better Ranching, BetterRanching, https://www.nexusmods.com/stardewvalley/mods/859?tab=files&file_id=66060
866, Teh's Fishing Overhaul, TehPers.ExampleFishPack, https://www.nexusmods.com/stardewvalley/mods/866?tab=files&file_id=48415
887, Roc's Reseed Mod 1.2 version, Roc.Reseed, https://www.nexusmods.com/stardewvalley/mods/887?tab=files&file_id=3155
908, Shroom Spotter, TehPers.ShroomSpotter, https://www.nexusmods.com/stardewvalley/mods/908?tab=files&file_id=15659
914, The Harp of Yoba Redux, Platonymous.HarpOfYobaRedux, https://www.nexusmods.com/stardewvalley/mods/914?tab=files&file_id=23125
923, Part of the Community, SpaceBaby.PartOfTheCommunity, https://www.nexusmods.com/stardewvalley/mods/923?tab=files&file_id=48109
933, Ace's Evelyn, Acerbicon.VMEvelyn, https://www.nexusmods.com/stardewvalley/mods/933?tab=files&file_id=32575
935, Better Quality More Seeds, SpaceBaby.BetterQualityMoreSeeds, https://www.nexusmods.com/stardewvalley/mods/935?tab=files&file_id=48108
941, Maru Spruced Up, BlazingPug.MaruSprucedUp, https://www.nexusmods.com/stardewvalley/mods/941?tab=files&file_id=33756
943, Vertical Toolbar, SB_VerticalToolMenu, https://www.nexusmods.com/stardewvalley/mods/943?tab=files&file_id=48107
945, iKeychain's Simple Hat Additions (JA), key.chainHatEdits, https://www.nexusmods.com/stardewvalley/mods/945?tab=files&file_id=20926
948, BreedLikeRabbits, dycedarger.breedlikerabbits, https://www.nexusmods.com/stardewvalley/mods/948?tab=files&file_id=3372
951, Ace's George, Acerbicon.VMGeorge, https://www.nexusmods.com/stardewvalley/mods/951?tab=files&file_id=32574
952, Ace's Harvey, Acerbicon.VMHarvey, https://www.nexusmods.com/stardewvalley/mods/952?tab=files&file_id=32573
956, Ace's Hairstyles (Content Patcher or GetGlam), Acerbicon.GG.Hairstyles, https://www.nexusmods.com/stardewvalley/mods/956?tab=files&file_id=23031
963, Skull Cavern Elevator, SkullCavernElevator, https://www.nexusmods.com/stardewvalley/mods/963?tab=files&file_id=59479
969, Make Sam Prompto, DiStri.MakeSamPrompto, https://www.nexusmods.com/stardewvalley/mods/969?tab=files&file_id=19234
973, Time Freeze, Omegasis.TimeFreeze, https://www.nexusmods.com/stardewvalley/mods/973?tab=files&file_id=20771
981, Ace's Maru, Acerbicon.VMMaru, https://www.nexusmods.com/stardewvalley/mods/981?tab=files&file_id=32572
991, Custom Farming Redux, Platonymous.CustomFarming.Examples, https://www.nexusmods.com/stardewvalley/mods/991?tab=files&file_id=12601
999, Portraiture, Platonymous.Portraiture, https://www.nexusmods.com/stardewvalley/mods/999?tab=files&file_id=68241
1000, Time Reminder, KoihimeNakamura.TimeReminder, https://www.nexusmods.com/stardewvalley/mods/1000?tab=files&file_id=20182
1009, Relationship Bar UI, RelationshipBar, https://www.nexusmods.com/stardewvalley/mods/1009?tab=files&file_id=3728
1010, Ace's Robin, Acerbicon.VMRobin, https://www.nexusmods.com/stardewvalley/mods/1010?tab=files&file_id=32571
1015, Country Emily, monteso.countryemily, https://www.nexusmods.com/stardewvalley/mods/1015?tab=files&file_id=7588
1019, AutoAnimalDoors, AaronTaggart.AutoAnimalDoors, https://www.nexusmods.com/stardewvalley/mods/1019?tab=files&file_id=63872
1023, UiModSuite, Demiacle.UiModSuite, https://www.nexusmods.com/stardewvalley/mods/1023?tab=files&file_id=3626
1025, Improved Quality of Life, Demiacle.ImprovedQualityOfLife, https://www.nexusmods.com/stardewvalley/mods/1025?tab=files&file_id=5673
1026, Plant on Grass, Demiacle.PlantOnGrass, https://www.nexusmods.com/stardewvalley/mods/1026?tab=files&file_id=3632
1027, Custom Linens, Mevima.CustomLinens, https://www.nexusmods.com/stardewvalley/mods/1027?tab=files&file_id=3791
1030, Chefs Closet, Duder.ChefsCloset, https://www.nexusmods.com/stardewvalley/mods/1030?tab=files&file_id=3833
1048, SmartMod, KuroBear.SmartMod, https://www.nexusmods.com/stardewvalley/mods/1048?tab=files&file_id=3757
1057, (CP) Indonesian Language Mod, Dragonregure.IndonesianLanguageMod, https://www.nexusmods.com/stardewvalley/mods/1057?tab=files&file_id=68937
1061, Over 75 New Dialogues for Shane, Rhapshie.ShanesNewDialogues, https://www.nexusmods.com/stardewvalley/mods/1061?tab=files&file_id=41911
1073, Map Image Export (ABANDONED), spacechase0.MapImageExporter, https://www.nexusmods.com/stardewvalley/mods/1073?tab=files&file_id=13928
1075, Monteso's Kitchen, monteso.kitchen, https://www.nexusmods.com/stardewvalley/mods/1075?tab=files&file_id=7589
1077, UiModSuite updated for SMAPI 1.9, Demiacle.UiModSuite, https://www.nexusmods.com/stardewvalley/mods/1077?tab=files&file_id=3891
1079, Pelican TTS, Platonymous.PelicanTTS, https://www.nexusmods.com/stardewvalley/mods/1079?tab=files&file_id=68837
1084, No Soil Decay Redux, Platonymous.NoSoilDecayRedux, https://www.nexusmods.com/stardewvalley/mods/1084?tab=files&file_id=24377
1087, Send Items to other farmers  (saved games or online friends), Denifia.SendItems, https://www.nexusmods.com/stardewvalley/mods/1087?tab=files&file_id=20408
1092, IdlePause, Veleek.IdlePause, https://www.nexusmods.com/stardewvalley/mods/1092?tab=files&file_id=11536
1094, Multiple Sprites and Portraits On Rotation, FileLoading, https://www.nexusmods.com/stardewvalley/mods/1094?tab=files&file_id=4371
1097, What FarmCave, WhatAMush, https://www.nexusmods.com/stardewvalley/mods/1097?tab=files&file_id=3943
1099, Customize Exterior, spacechase0.CustomizeExterior, https://www.nexusmods.com/stardewvalley/mods/1099?tab=files&file_id=43168
1110, HungerAndThirst, PrimevalTitmouse.ModEntry, https://www.nexusmods.com/stardewvalley/mods/1110?tab=files&file_id=4056
1126, Buy cooking recipes, Denifia.BuyRecipes, https://www.nexusmods.com/stardewvalley/mods/1126?tab=files&file_id=20411
1128, New Shirts and 2 new Skirts, Advize.GetDressed, https://www.nexusmods.com/stardewvalley/mods/1128?tab=files&file_id=4158
1131, Horse Whistle, icepuente.HorseWhistle, https://www.nexusmods.com/stardewvalley/mods/1131?tab=files&file_id=25160
1132, Red's Haley, red.haley, https://www.nexusmods.com/stardewvalley/mods/1132?tab=files&file_id=39624
1133, Seed Bag, Platonymous.SeedBag, https://www.nexusmods.com/stardewvalley/mods/1133?tab=files&file_id=67480
1140, Custom Farm Types (ABANDONED), spacechase0.CustomFarmTypes, https://www.nexusmods.com/stardewvalley/mods/1140?tab=files&file_id=6877
1141, Daily News, bashNinja.DailyNews, https://www.nexusmods.com/stardewvalley/mods/1141?tab=files&file_id=5019
1142, JojaMart to PathoMart, Sasara.Pathomart, https://www.nexusmods.com/stardewvalley/mods/1142?tab=files&file_id=51354
1145, Dynamic Checklist, gunnargolf.DynamicChecklist, https://www.nexusmods.com/stardewvalley/mods/1145?tab=files&file_id=4257
1150, Ui Info Suite, Cdaragorn.UiInfoSuite, https://www.nexusmods.com/stardewvalley/mods/1150?tab=files&file_id=35793
1152, Sleepy Eye, spacechase0.SleepyEye, https://www.nexusmods.com/stardewvalley/mods/1152?tab=files&file_id=49343
1158, Bregs Flooring, Bregodon.BregsFlooring, https://www.nexusmods.com/stardewvalley/mods/1158?tab=files&file_id=8984
1160, Bregs Monsters, Bregodon.BregsMonsters, https://www.nexusmods.com/stardewvalley/mods/1160?tab=files&file_id=8955
1163, CN Futanari Player, colonolnutty.futanariplayer, https://www.nexusmods.com/stardewvalley/mods/1163?tab=files&file_id=23098
1165, Bregs Crafting, Bregodon.BregsCrafting, https://www.nexusmods.com/stardewvalley/mods/1165?tab=files&file_id=54760
1168, MoreWeapons Mod, Joco80.MoreWeapons, https://www.nexusmods.com/stardewvalley/mods/1168?tab=files&file_id=50021
1169, Cold Weather Haley SMAPI, LordXamon.ColdWeatherHaleyPRO, https://www.nexusmods.com/stardewvalley/mods/1169?tab=files&file_id=4388
1173, Bregs Goats, Bregodon.BregsGoats, https://www.nexusmods.com/stardewvalley/mods/1173?tab=files&file_id=9003
1179, Range Display, cat.sprinklerrange, https://www.nexusmods.com/stardewvalley/mods/1179?tab=files&file_id=21533
1180, No Fence Decay, cat.nofencedecay, https://www.nexusmods.com/stardewvalley/mods/1180?tab=files&file_id=14940
1182, Giant Crop Ring, cat.giantcropring, https://www.nexusmods.com/stardewvalley/mods/1182?tab=files&file_id=23838
1183, DynamicNPCSprites, BashNinja.DynamicNPCSprites, https://www.nexusmods.com/stardewvalley/mods/1183?tab=files&file_id=4437
1184, Auto Stacker, cat.autostacker, https://www.nexusmods.com/stardewvalley/mods/1184?tab=files&file_id=21540
1188, Sexy Hairy Clint v1.3, BlueStarkiller.SexyHairyClint, https://www.nexusmods.com/stardewvalley/mods/1188?tab=files&file_id=7652
1191, Expanded Fridge, Uwazouri.ExpandedFridge, https://www.nexusmods.com/stardewvalley/mods/1191?tab=files&file_id=42090
1198, Younger Marnie, BlueStarkiller.YoungMarnie, https://www.nexusmods.com/stardewvalley/mods/1198?tab=files&file_id=7651
1199, Make Sebastian Noctis, DiStri.MakeSebNoctis, https://www.nexusmods.com/stardewvalley/mods/1199?tab=files&file_id=19235
1219, Tapper Ready, skunkkk.TapperReady, https://www.nexusmods.com/stardewvalley/mods/1219?tab=files&file_id=4683
1229, Flower Color Picker, spacechase0.FlowerColorPicker, https://www.nexusmods.com/stardewvalley/mods/1229?tab=files&file_id=48399
1232, Pony Weight Loss Program, BadNetCode.PonyWeightLossProgram, https://www.nexusmods.com/stardewvalley/mods/1232?tab=files&file_id=13553
1239, QuestDelay, BadNetCode.QuestDelay, https://www.nexusmods.com/stardewvalley/mods/1239?tab=files&file_id=13554
1244, Vintage Interface v1, ManaKirel.VMI, https://www.nexusmods.com/stardewvalley/mods/1244?tab=files&file_id=55485
1254, Custom Furniture, Platonymous.CustomFurniture.Example, https://www.nexusmods.com/stardewvalley/mods/1254?tab=files&file_id=12961
1255, Custom Critters, spacechase0.CustomCritters, https://www.nexusmods.com/stardewvalley/mods/1255?tab=files&file_id=62106
1257, ZeldaHatReplacer, CP.Zelda.Hats.and.Masks, https://www.nexusmods.com/stardewvalley/mods/1257?tab=files&file_id=58039
1291, Elliott Spruced Up, BlazingPug.ElliottSprucedUp, https://www.nexusmods.com/stardewvalley/mods/1291?tab=files&file_id=29430
1296, Recolors for the Gold Clock with recolored hands, Allayna.GoldClock, https://www.nexusmods.com/stardewvalley/mods/1296?tab=files&file_id=53486
1300, Categorize Chests, CategorizeChests, https://www.nexusmods.com/stardewvalley/mods/1300?tab=files&file_id=4969
1304, Self Service, JarvieK.SelfService, https://www.nexusmods.com/stardewvalley/mods/1304?tab=files&file_id=12857
1307, Rented Tools, JarvieK.RentedTools, https://www.nexusmods.com/stardewvalley/mods/1307?tab=files&file_id=4877
1312, StardewConfigMenu, Juice805.StardewConfigMenu, https://www.nexusmods.com/stardewvalley/mods/1312?tab=files&file_id=11553
1315, Object Time Left, spacechase0.ObjectTimeLeft, https://www.nexusmods.com/stardewvalley/mods/1315?tab=files&file_id=49340
1318, Love Bubbles, LoveBubbles, https://www.nexusmods.com/stardewvalley/mods/1318?tab=files&file_id=4982
1326, ZoomMod, RockinMods.ZoomMod, https://www.nexusmods.com/stardewvalley/mods/1326?tab=files&file_id=4893
1327, Daily Luck Message, Schematix.DailyLuckMessage, https://www.nexusmods.com/stardewvalley/mods/1327?tab=files&file_id=4896
1329, Community Bundle Item Tooltip, musbah.bundleTooltip, https://www.nexusmods.com/stardewvalley/mods/1329?tab=files&file_id=34444
1333, Carry Chest, spacechase0.CarryChest, https://www.nexusmods.com/stardewvalley/mods/1333?tab=files&file_id=48393
1341, ZeldaLTTPCharacterReplacer, CP.LTTP.Goron.and.Zora, https://www.nexusmods.com/stardewvalley/mods/1341?tab=files&file_id=9019
1342, TreeTransplant, TreeTransplant, https://www.nexusmods.com/stardewvalley/mods/1342?tab=files&file_id=34970
1348, SpaceCore, spacechase0.SpaceCore, https://www.nexusmods.com/stardewvalley/mods/1348?tab=files&file_id=72766
1350, Fishing Adjust, shuaiz.FishingAdjustMod, https://www.nexusmods.com/stardewvalley/mods/1350?tab=files&file_id=5096
1351, Move Faster, shuaiz.MoveFasterMod, https://www.nexusmods.com/stardewvalley/mods/1351?tab=files&file_id=5095
1354, Layla's Shirt Mod, Laylaisthename.JA.Shirts, https://www.nexusmods.com/stardewvalley/mods/1354?tab=files&file_id=26194
1363, Save Anywhere V3, shuaiz.SaveAnywhereV3, https://www.nexusmods.com/stardewvalley/mods/1363?tab=files&file_id=5065
1379, Ship Anywhere (ABANDONED), spacechase0.ShipAnywhere, https://www.nexusmods.com/stardewvalley/mods/1379?tab=files&file_id=5138
1393, Jaj Mart, Yhord-Dan_Dewild.JajMart, https://www.nexusmods.com/stardewvalley/mods/1393?tab=files&file_id=24707
1394, (CF) Kvoor's Legendary Fish Plaques, Kvoor.KvoorPlaques, https://www.nexusmods.com/stardewvalley/mods/1394?tab=files&file_id=21459
1400, WarpAnimals, Symen.WarpAnimals, https://www.nexusmods.com/stardewvalley/mods/1400?tab=files&file_id=16296
